UniqueID,Vehicle Class,Engine Size(L),Cylinders,Transmission,Number of Gear,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
4178,3752131941314399567,,2.0,4,A,,X,8.8,7.3,8.1,35,191
4179,5287571856818493466,,2.0,4,M,6.0,X,10.0,8.1,9.2,31,216
4180,5200013936021213100,,2.0,4,A,,X,9.1,7.5,8.4,34,197
4181,762248334795185182,SUV,2.5,4,A,,X,9.2,7.0,8.2,34,192
4182,7531245901266421175,SUV,2.5,4,A,,X,9.6,7.4,8.6,33,203
4183,8956524287322876173,MID-SIZE,1.6,4,A,7.0,Z,8.9,7.3,8.2,34,193
4184,9012482546823778590,MID-SIZE,1.6,4,M,6.0,Z,9.1,7.3,8.3,34,195
4185,5411259148565890213,MID-SIZE,1.8,4,A,,X,8.1,6.3,7.3,39,171
4186,6592091964175912457,MID-SIZE,1.8,4,M,6.0,X,9.0,6.8,8.0,35,187
4187,8130824695641665415,MID-SIZE,1.6,4,A,7.0,Z,9.4,7.8,8.7,32,205
4188,7663952086751499023,MID-SIZE,1.6,4,M,6.0,Z,9.5,7.6,8.7,32,204
4189,9102645104767360742,PICKUP TRUCK,5.6,8,A,7.0,X,15.0,11.2,13.3,21,312
4190,3360513204831926672,PICKUP TRUCK,5.6,8,A,7.0,X,15.2,11.1,13.4,21,315
4191,4566275576329411403,PICKUP TRUCK,5.6,8,A,7.0,X,16.0,12.0,14.2,20,333
4192,1492144277191235526,MID-SIZE,1.6,4,A,,X,7.6,6.2,7.0,40,164
4193,1176961629700281678,MID-SIZE,1.6,4,M,5.0,X,8.6,6.6,7.7,37,180
4194,7734838674898594031,COMPACT,3.0,6,A,7.0,Z,10.6,8.0,9.4,30,221
4195,6807792446622429620,COMPACT,3.0,6,M,7.0,Z,11.8,8.1,10.1,28,237
4196,7071743667178859572,COMPACT,3.0,6,A,7.0,Z,10.8,8.3,9.7,29,227
4197,8529341238002285934,COMPACT,3.0,6,M,7.0,Z,12.0,8.2,10.3,27,241
4198,3237573841537476186,COMPACT,3.0,6,A,7.0,Z,10.8,8.3,9.7,29,226
4199,6065294684727226233,COMPACT,3.0,6,M,7.0,Z,12.1,8.3,10.4,27,242
4200,6790799080577344599,COMPACT,3.0,6,A,7.0,Z,10.8,8.4,9.7,29,228
4201,6070398968154955097,COMPACT,3.0,6,M,7.0,Z,12.1,8.3,10.4,27,243
4202,8687508383306213802,COMPACT,3.0,6,A,7.0,Z,10.7,8.3,9.6,29,225
4203,1664250331109287624,COMPACT,3.0,6,M,7.0,Z,12.1,8.3,10.4,27,242
4204,1007022605208273030,COMPACT,3.0,6,A,7.0,Z,11.0,8.4,9.8,29,230
4205,1218651085372502009,COMPACT,3.0,6,M,7.0,Z,12.2,8.5,10.5,27,246
4206,2704065256452440674,COMPACT,3.0,6,A,7.0,Z,11.0,8.5,9.9,29,232
4207,6271016344058526027,COMPACT,3.0,6,M,7.0,Z,12.1,8.4,10.4,27,243
4208,6045519718861899733,COMPACT,3.0,6,A,7.0,Z,10.9,8.5,9.9,29,231
4209,8990798320923246809,COMPACT,3.0,6,M,7.0,Z,12.2,8.5,10.5,27,246
4210,632168417567495973,COMPACT,3.0,6,A,7.0,Z,10.9,8.4,9.8,29,228
4211,3035136096993976744,COMPACT,3.0,6,M,7.0,Z,12.2,8.5,10.5,27,246
4212,3706176566452430896,COMPACT,3.0,6,A,7.0,Z,11.1,8.6,10.0,28,233
4213,4923172986444947099,COMPACT,3.0,6,M,7.0,Z,12.2,8.5,10.5,27,246
4214,2149067304040129517,COMPACT,3.8,6,A,7.0,Z,12.6,9.9,11.4,25,266
4215,3198781647578057530,COMPACT,3.8,6,A,7.0,Z,12.6,9.9,11.4,25,267
4216,713864707772549946,COMPACT,3.8,6,A,7.0,Z,12.6,9.9,11.4,25,266
4217,3797340313169449565,COMPACT,3.8,6,A,7.0,Z,12.6,9.9,11.4,25,267
4218,3322913825506033151,TWO-SEATER,2.0,4,A,7.0,Z,10.5,8.0,9.4,30,219
4219,5504625080116231832,TWO-SEATER,2.0,4,M,6.0,Z,11.0,8.3,9.8,29,229
4220,4165654844553264441,TWO-SEATER,2.5,4,A,7.0,Z,11.0,8.4,9.9,29,230
4221,5057294039422894635,TWO-SEATER,2.5,4,M,6.0,Z,12.1,9.0,10.7,26,249
4222,1154713334322094557,SUV,3.6,6,A,8.0,Z,12.9,9.7,11.5,25,268
4223,2303510812429607088,SUV,3.6,6,A,8.0,Z,13.6,10.2,12.1,23,281
4224,9147236753596056672,SUV,3.6,6,A,8.0,Z,13.9,9.6,12.0,24,281
4225,4146947514592946999,SUV,3.6,6,A,8.0,Z,14.5,10.4,12.6,22,296
4226,7270842548403883839,SUV,4.8,8,A,8.0,Z,16.7,11.2,14.2,20,334
4227,2397164228886350401,SUV,4.8,8,A,8.0,Z,16.7,11.2,14.2,20,334
4228,222033321441599463,TWO-SEATER,2.0,4,A,7.0,Z,10.5,8.0,9.4,30,219
4229,8682419890489608813,TWO-SEATER,2.0,4,M,6.0,Z,11.0,8.3,9.8,29,229
4230,4148851943984703684,TWO-SEATER,2.5,4,A,7.0,Z,11.0,8.4,9.9,29,230
4231,1868295539620919049,TWO-SEATER,2.5,4,M,6.0,Z,12.1,9.0,10.7,26,249
4232,2537479684569347912,SUV,2.0,4,A,7.0,Z,11.6,9.3,10.6,27,248
4233,7215070865999901406,SUV,3.0,6,A,7.0,Z,13.7,10.3,12.2,23,285
4234,2202913165212496720,SUV,3.0,6,A,7.0,Z,13.8,10.3,12.3,23,287
4235,2848618022088111413,SUV,3.6,6,A,7.0,Z,14.2,10.1,12.3,23,287
4236,7678417387542918203,PICKUP TRUCK,3.6,6,A,8.0,X,13.9,9.6,11.9,24,280
4237,8617283411582281623,PICKUP TRUCK,3.6,6,A,8.0,E,19.7,13.8,17.0,17,283
4238,5914570264332033436,PICKUP TRUCK,5.7,8,A,6.0,X,17.0,12.0,14.8,19,346
4239,3803178265453601754,PICKUP TRUCK,5.7,8,A,8.0,X,15.7,11.0,13.6,21,319
4240,6581904388386911055,PICKUP TRUCK,3.0,6,A,8.0,D,11.8,8.6,10.4,27,278
4241,5530376826938663686,PICKUP TRUCK,3.6,6,A,8.0,X,14.5,10.2,12.6,22,294
4242,4159388069778263840,PICKUP TRUCK,3.6,6,A,8.0,E,20.7,14.7,18.0,16,300
4243,8710196608523494748,PICKUP TRUCK,5.7,8,A,6.0,X,17.5,12.7,15.4,18,361
4244,3887139826473868790,PICKUP TRUCK,5.7,8,A,8.0,X,16.1,11.5,14.0,20,328
4245,6447123103853081788,PICKUP TRUCK,3.0,6,A,8.0,D,12.3,8.8,10.8,26,289
4246,2681804527707044114,,2.4,4,A,9.0,X,11.2,8.3,9.9,29,232
4247,2199149497859902056,COMPACT,6.6,12,A,8.0,Z,20.0,12.6,16.7,17,390
4248,2193360416410447984,FULL-SIZE,6.6,12,A,8.0,Z,20.0,12.6,16.7,17,390
4249,3833792585726041165,FULL-SIZE,6.6,12,A,8.0,Z,20.0,12.6,16.7,17,390
4250,3522869076958107059,FULL-SIZE,6.7,12,A,8.0,Z,20.7,12.7,17.1,17,400
4251,4726358063418812774,FULL-SIZE,6.7,12,A,8.0,Z,20.7,12.7,17.1,17,400
4252,6078911970718522800,COMPACT,6.7,12,A,8.0,Z,20.7,12.7,17.1,17,400
4253,1197695837516764081,COMPACT,6.7,12,A,8.0,Z,20.6,12.8,17.1,17,401
4254,8567262091832835286,MID-SIZE,6.6,12,A,8.0,Z,19.0,12.5,16.1,18,375
4255,8194634888862919609,TWO-SEATER,0.9,3,A,6.0,Z,7.0,6.3,6.7,42,152
4256,2002518704474561454,COMPACT,2.0,4,A,6.0,Z,9.7,7.2,8.6,33,200
4257,2098046347843037197,COMPACT,2.0,4,M,6.0,Z,11.1,8.0,9.7,29,228
4258,4193660335915063668,SUV,2.0,4,A,6.0,X,9.1,7.2,8.2,34,193
4259,3816858493844953062,SUV,2.0,4,M,5.0,X,10.3,7.8,9.2,31,216
4260,4051328682632198262,SUV,2.0,4,A,8.0,Z,10.2,8.6,9.5,30,223
4261,1322073645558006199,SUV,2.5,4,A,6.0,X,9.2,7.4,8.4,34,196
4262,377241943102398555,SUV,2.5,4,M,6.0,X,10.9,8.3,9.7,29,228
4263,6040832512942810844,MID-SIZE,2.0,4,A,7.0,X,8.3,6.4,7.5,38,174
4264,4704278125615024525,MID-SIZE,2.0,4,M,5.0,X,10.0,7.5,8.9,32,208
4265,2071587239764460479,,2.0,4,A,7.0,X,8.4,6.5,7.5,38,176
4266,5532519118437630328,,2.0,4,M,5.0,X,10.1,7.7,9.0,31,211
4267,3622237880886094516,MID-SIZE,2.5,4,A,6.0,X,9.3,7.0,8.3,34,194
4268,7846777289992970998,MID-SIZE,2.5,4,M,6.0,X,10.7,7.9,9.5,30,222
4269,3832560480644647998,MID-SIZE,3.6,6,A,6.0,X,11.9,8.3,10.3,27,241
4270,8926027007225681670,SUV,2.5,4,A,6.0,X,9.4,7.3,8.4,34,198
4271,9037466695908655213,SUV,2.5,4,M,6.0,X,11.0,8.3,9.8,29,229
4272,91813997449817079,SUV,3.6,6,A,6.0,X,12.0,8.7,10.5,27,247
4273,2822490287997025273,COMPACT,2.0,4,A,8.0,Z,12.5,9.6,11.2,25,255
4274,2136056461200567335,COMPACT,2.0,4,M,6.0,Z,11.3,8.5,10.0,28,235
4275,6839708475987998685,COMPACT,2.5,4,M,6.0,Z,13.8,10.2,12.2,23,285
4276,3907476964049258928,SUV,4.0,6,A,5.0,X,14.3,12.0,13.3,21,310
4277,8561829841274200805,SUV,4.0,6,A,5.0,X,14.3,12.0,13.3,21,310
4278,1893927941464329416,COMPACT,2.0,4,A,6.0,Z,9.9,7.3,8.7,32,204
4279,6041303583255928241,COMPACT,2.0,4,M,6.0,Z,11.3,8.3,9.9,29,232
4280,4802970204454397867,MID-SIZE,3.5,6,A,6.0,X,11.4,7.7,9.7,29,226
4281,2613819793809454119,MID-SIZE,2.5,4,A,6.0,X,9.8,7.1,8.6,33,199
4282,7922962685745693903,MID-SIZE,3.5,6,A,6.0,X,11.0,7.8,9.6,29,224
4283,8219867768008933866,MID-SIZE,2.5,4,A,,X,5.6,6.2,5.9,48,137
4284,3724104407164118466,MID-SIZE,2.5,4,A,,X,5.8,6.3,6.0,47,141
4285,3497129158784852486,MID-SIZE,1.8,4,A,,X,8.3,6.5,7.5,38,174
4286,8094133161521909255,MID-SIZE,1.8,4,A,7.0,X,8.3,6.7,7.5,38,178
4287,7999116192722388025,MID-SIZE,1.8,4,M,6.0,X,8.4,6.5,7.5,38,176
4288,5926266850782907099,MID-SIZE,1.8,4,A,,X,7.8,5.9,6.9,41,163
4289,3024334957162244913,MID-SIZE,1.8,4,A,,X,8.0,6.3,7.2,39,168
4290,2717632813795590791,MID-SIZE,1.8,4,A,7.0,X,8.3,6.5,7.5,38,176
4291,839799732885139313,MID-SIZE,1.8,4,M,6.0,X,8.8,6.8,7.9,36,185
4292,6540416696796827308,SUV,3.5,6,A,8.0,X,11.8,8.7,10.3,27,243
4293,1530444496659020136,SUV,3.5,6,A,8.0,X,12.1,9.0,10.6,27,251
4294,5722394742391339689,SUV,3.5,6,A,8.0,X,12.0,8.9,10.6,27,247
4295,5493849765272558480,SUV,3.5,6,A,8.0,X,11.7,8.8,10.4,27,242
4296,6748278961123826509,SUV,3.5,6,A,6.0,X,8.1,8.5,8.3,34,193
4297,3783811899196029168,MID-SIZE,1.8,4,A,,X,4.4,4.6,4.5,63,105
4298,3232269198347045726,COMPACT,1.5,4,A,,X,4.9,5.5,5.1,55,120
4299,8747152479340883952,MID-SIZE,1.8,4,A,,X,5.5,6.0,5.8,49,135
4300,8797008326254144233,SUV,2.5,4,A,6.0,X,10.3,8.0,9.2,31,217
4301,2168607171410559128,SUV,2.5,4,A,6.0,X,10.0,7.8,9.0,31,210
4302,1174285829146441159,SUV,2.5,4,A,6.0,X,10.5,8.3,9.5,30,222
4303,2241854648648036627,SUV,2.5,4,A,6.0,X,10.7,8.4,9.7,29,226
4304,533554644655843799,SUV,2.5,4,A,6.0,X,6.9,7.8,7.3,39,170
4305,7970228859208449669,SUV,5.7,8,A,6.0,X,18.7,13.8,16.5,17,380
4306,3954321737146826511,,3.5,6,A,8.0,X,12.5,8.9,10.9,26,255
4307,6793602514625003804,,3.5,6,A,8.0,X,13.4,9.6,11.7,24,274
4308,7022801966701096744,PICKUP TRUCK,2.7,4,A,6.0,X,12.1,10.1,11.2,25,263
4309,3100740022610890889,PICKUP TRUCK,3.5,6,A,6.0,X,12.6,10.0,11.4,25,268
4310,7774202925580455964,PICKUP TRUCK,2.7,4,A,6.0,X,12.7,10.6,11.7,24,274
4311,8114077131502571049,PICKUP TRUCK,2.7,4,M,5.0,X,12.4,11.4,11.9,24,279
4312,7957353481762231073,PICKUP TRUCK,3.5,6,A,6.0,X,13.2,10.7,12.0,24,283
4313,7046558801680068713,PICKUP TRUCK,3.5,6,M,6.0,X,13.8,11.6,12.8,22,301
4314,6264716404201906773,PICKUP TRUCK,3.5,6,M,6.0,X,13.8,11.7,12.9,22,300
4315,6862541903213164434,PICKUP TRUCK,4.6,8,A,6.0,X,15.8,12.3,14.2,20,334
4316,2767292850622528585,PICKUP TRUCK,5.7,8,A,6.0,X,17.2,12.9,15.3,18,358
4317,8935680393154364692,PICKUP TRUCK,4.6,8,A,6.0,X,16.8,12.6,14.9,19,349
4318,6974877765620820704,PICKUP TRUCK,5.7,8,A,6.0,X,18.1,13.9,16.2,17,378
4319,5464551928509227352,COMPACT,1.5,4,A,6.0,X,7.3,5.8,6.6,43,155
4320,447561906088116372,COMPACT,1.5,4,M,6.0,X,7.8,6.0,6.8,42,164
4321,7743006937355070229,COMPACT,1.5,4,A,4.0,X,7.9,6.8,7.4,38,173
4322,3054586400284565586,COMPACT,1.5,4,M,5.0,X,7.8,6.5,7.2,39,168
4323,7613100335620678025,COMPACT,1.8,4,A,6.0,X,9.7,7.2,8.5,33,199
4324,1391484507585845442,COMPACT,1.8,4,M,5.0,X,9.5,7.1,8.4,34,198
4325,5344554684749669762,COMPACT,1.8,4,A,6.0,X,9.6,7.5,8.6,33,201
4326,7782085315427004831,COMPACT,1.8,4,A,6.0,X,9.7,7.2,8.5,33,199
4327,7333162135379882546,COMPACT,3.6,6,A,6.0,X,13.9,9.3,11.8,24,277
4328,1250671653705942470,COMPACT,1.8,4,A,6.0,X,9.4,6.7,8.2,34,192
4329,6408118992005720593,COMPACT,1.8,4,M,5.0,X,9.3,6.6,8.1,35,190
4330,3546642105842106330,COMPACT,2.0,4,A,6.0,X,9.6,7.2,8.5,33,199
4331,1522680163056429773,COMPACT,2.0,4,M,6.0,X,9.7,7.0,8.5,33,198
4332,6184525476400994777,COMPACT,2.0,4,A,6.0,Z,10.4,7.9,9.3,30,216
4333,3752317032109047952,COMPACT,2.0,4,M,6.0,Z,10.9,7.7,9.4,30,220
4334,1837540381089337126,,1.8,4,A,6.0,X,10.6,8.0,9.4,30,220
4335,3145200112088020645,,1.8,4,A,6.0,X,9.3,6.9,8.2,34,192
4336,2276770650691097415,,1.8,4,M,5.0,X,9.6,6.8,8.3,34,194
4337,2404050769797967511,,1.8,4,A,6.0,X,10.6,8.0,9.4,30,220
4338,5753593052494219577,COMPACT,1.4,4,A,6.0,X,8.5,6.2,7.4,38,175
4339,2354257569960972859,COMPACT,1.4,4,M,5.0,X,8.3,5.9,7.2,39,168
4340,2186563066154985390,COMPACT,1.8,4,A,6.0,X,9.4,6.8,8.2,34,193
4341,981792935955285615,COMPACT,2.0,4,A,6.0,X,9.8,7.4,8.7,32,205
4342,5107287566501755352,COMPACT,2.0,4,M,6.0,X,10.2,7.2,8.9,32,208
4343,492703861000739717,MID-SIZE,1.8,4,A,6.0,X,10.1,7.0,8.7,32,204
4344,4513655041340686180,MID-SIZE,3.6,6,A,6.0,X,11.9,8.5,10.4,27,242
4345,6616664219367924677,SUV,2.0,4,A,6.0,Z,11.7,9.6,10.7,26,256
4346,4845389678525230522,SUV,2.0,4,A,6.0,Z,12.0,10.0,11.1,25,263
4347,4862615999031145244,SUV,3.6,6,A,8.0,X,13.8,10.4,12.2,23,287
4348,519521667510047059,COMPACT,2.0,4,A,8.0,X,9.6,7.0,8.4,34,198
4349,6888747788966700817,COMPACT,2.0,4,A,8.0,X,10.7,7.8,9.4,30,219
4350,8276630178698899871,COMPACT,2.0,4,A,8.0,X,9.6,7.0,8.4,34,198
4351,5807372924488202762,COMPACT,2.0,4,A,8.0,X,10.7,7.8,9.4,30,219
4352,1306121444808423543,COMPACT,2.0,4,A,8.0,Z,10.9,7.7,9.5,30,221
4353,2610618096186492454,COMPACT,2.0,4,A,8.0,Z,11.8,8.5,10.3,27,241
4354,5341762546391883724,COMPACT,2.0,4,A,8.0,X,10.8,7.8,9.4,30,220
4355,6918868548691423580,MID-SIZE,2.0,4,A,8.0,Z,10.1,7.0,8.7,32,204
4356,2334671286531953445,MID-SIZE,2.0,4,A,8.0,Z,10.8,7.6,9.4,30,219
4357,1814284505832724864,,2.0,4,A,8.0,X,9.6,7.0,8.4,34,198
4358,4246798320227285991,,2.0,4,A,8.0,X,10.7,7.8,9.4,30,219
4359,8860476385734829947,,2.0,4,A,8.0,Z,10.9,7.7,9.5,30,221
4360,968002764812958324,,2.0,4,A,8.0,Z,11.8,8.5,10.3,27,241
4361,8605577014168810480,,2.0,4,A,8.0,X,10.8,7.8,9.4,30,220
4362,3779305997285900157,MID-SIZE,2.0,4,A,8.0,Z,10.1,7.0,8.7,32,204
4363,1481819895021709764,MID-SIZE,2.0,4,A,8.0,Z,10.8,7.6,9.4,30,219
4364,3716050708580297125,MID-SIZE,2.0,4,A,8.0,Z,10.7,7.9,9.4,30,221
4365,8734363720935303104,SUV,2.0,4,A,8.0,X,10.4,7.8,9.2,31,216
4366,5138556323210373677,SUV,2.0,4,A,8.0,X,11.3,8.4,10.0,28,233
4367,8639909309912475696,SUV,2.0,4,A,8.0,Z,11.7,8.7,10.4,27,244
4368,1769253475279497715,SUV,2.0,4,A,8.0,Z,10.6,9.1,10.0,28,232
4369,6534569495559986944,SUV,2.0,4,A,8.0,Z,10.8,9.5,10.2,28,239
4370,7111476941892049583,SUV,2.0,4,A,8.0,Z,11.5,9.6,10.6,27,249
4371,5834604306175049119,COMPACT,2.4,4,A,8.0,Z,9.4,6.8,8.2,34,192
4372,8649475268679101605,SUV,3.5,6,A,9.0,Z,12.6,9.0,11.0,26,259
4373,7601781128727929019,SUV,3.5,6,A,9.0,Z,12.2,9.0,10.7,26,251
4374,7401963271888459898,SUV,3.0,6,A,7.0,Z,9.1,9.0,9.0,31,210
4375,8540974451055388692,TWO-SEATER,3.5,6,A,9.0,Z,11.1,10.8,11.0,26,261
4376,9080022813856832226,SUV,3.5,6,A,6.0,Z,12.4,8.7,10.7,26,250
4377,4316295820646709599,MID-SIZE,3.5,6,A,7.0,Z,8.4,8.2,8.4,34,196
4378,7916706694901632515,COMPACT,2.4,4,A,8.0,Z,10.0,7.1,8.7,32,205
4379,7657984711777704215,COMPACT,2.4,4,A,8.0,Z,10.2,7.4,8.9,32,209
4380,7592650101489934934,COMPACT,3.5,6,A,9.0,Z,11.4,7.7,9.8,29,228
4381,4492636486709945487,COMPACT,3.5,6,A,9.0,Z,12.0,8.2,10.3,27,240
4382,5292359110350761766,TWO-SEATER,1.8,4,A,6.0,Z,9.7,6.9,8.4,34,197
4383,1792926279356258410,TWO-SEATER,1.8,4,A,6.0,Z,9.7,6.9,8.4,34,197
4384,4041877299305751959,MID-SIZE,2.0,4,A,8.0,Z,10.0,7.2,8.7,32,205
4385,3409845514776242347,MID-SIZE,2.0,4,A,8.0,Z,10.5,7.7,9.2,31,217
4386,5342059887538297029,MID-SIZE,2.9,6,A,8.0,Z,13.8,9.6,11.9,24,280
4387,5506693614123086156,SUV,2.0,4,A,8.0,Z,10.8,8.3,9.6,29,226
4388,4196792001419121123,SUV,2.9,6,A,8.0,Z,14.1,10.4,12.4,23,292
4389,4456624323372353364,COMPACT,4.0,8,A,8.0,Z,13.0,9.8,11.5,25,271
4390,8350355514189326983,COMPACT,5.2,12,A,8.0,Z,15.5,11.4,13.7,21,322
4391,709768197098998296,COMPACT,6.0,12,A,8.0,Z,16.7,10.9,14.1,20,332
4392,3639518394924333943,COMPACT,6.0,12,A,8.0,Z,17.5,11.4,14.7,19,346
4393,4578644204865420804,COMPACT,2.0,4,A,7.0,X,9.1,6.8,8.0,35,188
4394,5733773219891552149,COMPACT,2.0,4,A,6.0,X,9.7,7.5,8.7,32,205
4395,776965289246892158,COMPACT,2.0,4,A,6.0,X,10.8,8.0,9.5,30,223
4396,7085644709788431169,COMPACT,2.0,4,A,7.0,Z,8.6,6.4,7.6,37,177
4397,5723971884197216050,COMPACT,2.0,4,A,7.0,Z,10.0,7.0,8.7,32,203
4398,3146278992182343718,COMPACT,2.0,4,M,6.0,Z,9.9,7.1,8.7,32,204
4399,8592140597267326949,,2.0,4,A,7.0,Z,10.5,7.9,9.3,30,217
4400,5648716080494819990,COMPACT,2.0,4,A,7.0,Z,10.0,7.0,8.7,32,203
4401,5900209932900109995,COMPACT,2.0,4,M,6.0,Z,9.9,7.1,8.7,32,204
4402,8750952143778393846,COMPACT,2.0,4,A,7.0,Z,10.0,7.0,8.7,32,203
4403,3619778629703668079,MID-SIZE,2.0,4,A,7.0,Z,10.0,7.0,8.7,32,203
4404,9114272566405739080,MID-SIZE,2.0,4,A,8.0,Z,10.6,7.5,9.2,31,216
4405,1644571645780680594,MID-SIZE,3.0,6,A,8.0,Z,11.5,8.2,10.0,28,235
4406,2399695437705896160,MID-SIZE,3.0,6,A,8.0,Z,11.5,8.2,10.0,28,235
4407,6759354727006257835,FULL-SIZE,3.0,6,A,8.0,Z,12.6,8.0,10.5,27,247
4408,6854295574689620041,FULL-SIZE,4.0,8,A,8.0,Z,15.1,9.1,12.4,23,290
4409,4293735953813991604,FULL-SIZE,4.0,8,A,8.0,Z,15.1,9.1,12.4,23,290
4410,3191636613258657769,COMPACT,2.0,4,A,6.0,Z,11.6,8.3,10.1,28,236
4411,7625341798840293337,COMPACT,2.0,4,A,6.0,Z,11.9,8.4,10.3,27,240
4412,1886975715244241928,SUV,2.0,4,A,7.0,Z,10.4,8.6,9.6,29,226
4413,6027448493257230791,SUV,2.0,4,A,8.0,Z,12.2,9.5,11.0,26,258
4414,1071451336456937009,SUV,3.0,6,A,8.0,Z,12.6,9.4,11.1,25,260
4415,1020216855852176796,TWO-SEATER,5.2,10,A,7.0,Z,16.0,9.5,13.1,22,304
4416,6544743244736499817,TWO-SEATER,5.2,10,A,7.0,Z,17.1,11.3,14.5,19,338
4417,804925397996889496,TWO-SEATER,5.2,10,A,7.0,Z,17.1,11.3,14.5,19,338
4418,3104350819233087369,COMPACT,2.5,5,A,7.0,Z,12.4,8.3,10.5,27,248
4419,1373478277301413582,COMPACT,2.9,6,A,8.0,Z,12.9,8.9,11.1,25,260
4420,936384496622643301,MID-SIZE,4.0,8,A,8.0,Z,17.0,9.6,13.7,21,318
4421,5623554979881528492,COMPACT,2.0,4,A,7.0,Z,10.6,8.3,9.6,29,223
4422,6321213713356785806,COMPACT,3.0,6,A,8.0,Z,11.5,8.0,9.9,29,232
4423,3047420468306674139,COMPACT,3.0,6,A,8.0,Z,11.5,8.0,9.9,29,232
4424,7407326665549700824,COMPACT,3.0,6,A,8.0,Z,11.9,8.1,10.2,28,239
4425,3590981518555220653,MID-SIZE,3.0,6,A,8.0,Z,11.5,8.0,9.9,29,232
4426,4085647536832169042,MID-SIZE,4.0,8,A,7.0,Z,15.0,10.0,12.8,22,298
4427,4704374706324159445,MID-SIZE,4.0,8,A,7.0,Z,15.0,10.0,12.8,22,298
4428,7433100976611400571,MID-SIZE,4.0,8,A,8.0,Z,16.2,9.9,13.4,21,313
4429,1311472483848436962,SUV,3.0,6,A,8.0,Z,12.7,10.0,11.5,25,270
4430,2310475828348116105,COMPACT,2.0,4,A,6.0,X,10.1,7.8,9.1,31,209
4431,944824375945792855,TWO-SEATER,2.0,4,A,6.0,X,10.1,7.8,9.1,31,209
4432,4424970065277243000,COMPACT,2.5,5,A,7.0,Z,12.3,8.2,10.5,27,245
4433,7013590003731609086,COMPACT,2.0,4,A,6.0,Z,10.3,8.6,9.5,30,222
4434,800856920389635135,SUV,6.0,12,A,8.0,Z,18.8,12.2,15.9,18,370
4435,9115073563672081086,COMPACT,6.0,12,A,8.0,Z,20.4,12.0,16.6,17,389
4436,5608179408732009928,COMPACT,6.0,12,A,8.0,Z,20.4,12.0,16.6,17,389
4437,2877057220272240066,MID-SIZE,4.0,8,A,8.0,Z,18.8,10.7,15.1,19,353
4438,4969745141695103607,MID-SIZE,6.0,12,A,8.0,Z,20.4,12.0,16.6,17,389
4439,2924394576619629904,MID-SIZE,6.8,8,A,8.0,Z,20.9,13.0,17.3,16,405
4440,2911708124820881990,COMPACT,2.0,4,A,8.0,Z,9.8,6.8,8.4,34,197
4441,8558463347216935904,COMPACT,2.0,4,M,6.0,Z,11.1,7.3,9.4,30,219
4442,9144454799186310103,COMPACT,2.0,4,A,8.0,Z,10.2,7.2,8.9,32,208
4443,1118770346490683171,COMPACT,2.0,4,A,8.0,Z,9.9,7.1,8.6,33,202
4444,1267650443052359701,COMPACT,2.0,4,A,8.0,D,7.8,5.9,7.0,40,184
4445,1935361040386218165,,2.0,4,A,8.0,D,7.8,5.9,7.0,40,184
4446,5502931321070076150,COMPACT,2.0,4,A,8.0,Z,10.2,7.2,8.9,32,208
4447,280330259774440899,FULL-SIZE,2.0,4,A,8.0,Z,10.2,7.2,8.9,32,208
4448,6825837467947065831,,2.0,4,A,8.0,Z,10.2,7.2,8.9,32,208
4449,3286997688721213532,COMPACT,3.0,6,A,8.0,Z,9.2,6.2,7.8,36,183
4450,842737561488585277,COMPACT,3.0,6,M,6.0,Z,12.1,8.1,10.3,27,240
4451,3018459936303218380,COMPACT,3.0,6,A,8.0,Z,11.1,7.5,9.5,30,223
4452,7519368290610682854,COMPACT,3.0,6,M,6.0,Z,12.2,8.4,10.5,27,245
4453,5437571797012035859,FULL-SIZE,3.0,6,A,8.0,Z,11.8,7.9,10.0,28,235
4454,7143530353223984845,COMPACT,2.0,4,A,8.0,Z,10.7,7.3,9.1,31,214
4455,1229064689954325583,COMPACT,2.0,4,A,8.0,Z,10.2,7.2,8.9,32,208
4456,3797321360770598657,COMPACT,2.0,4,A,8.0,Z,10.2,7.2,8.9,32,208
4457,5185234899678366623,COMPACT,3.0,6,A,8.0,Z,9.2,6.2,7.8,36,183
4458,2283734259148610367,COMPACT,3.0,6,M,6.0,Z,12.1,8.1,10.3,27,240
4459,3700696081700319568,COMPACT,3.0,6,A,8.0,Z,11.8,7.9,10.0,28,235
4460,7524484768612989816,COMPACT,3.0,6,A,8.0,Z,11.1,7.5,9.5,30,223
4461,5386335489618228688,COMPACT,3.0,6,M,6.0,Z,12.2,8.4,10.5,27,245
4462,1575161931802991700,COMPACT,3.0,6,A,8.0,Z,11.1,7.5,9.5,30,223
4463,8600800168155435315,MID-SIZE,2.0,4,A,8.0,Z,10.2,7.2,8.9,32,208
4464,5204580704449674962,MID-SIZE,3.0,6,A,8.0,Z,11.6,8.1,10.0,28,236
4465,5768273122552464662,COMPACT,3.0,6,A,8.0,Z,12.3,8.4,10.5,27,248
4466,5578004009366753688,COMPACT,3.0,6,A,8.0,Z,12.3,8.4,10.5,27,248
4467,8142672759804503354,FULL-SIZE,3.0,6,A,8.0,Z,11.9,8.4,10.3,27,241
