address,year,day,length,weight,count,looped,neighbors,income,label
1ubQCBVCRCQHo1xAHrAVn1RSyZz46tBQs,2016,286,10,0.25,1,0,2,50270000.0,princetonCerber
1Pi5r1NaPXhrHuNtjyPag12q6Zygfv4PVR,2012,260,38,0.00048828125,4,0,2,827063674.0,white
1Gybf1NkH8ejYXcSbkAjrSrxoKBkE5XZmS,2016,55,144,0.17925026000574,5055,0,1,300000000.0,princetonLocky
1LdFGZZMtTJJDiKQbi1tvEhaypNFTxXCTW,2013,255,0,1.0,1,0,2,1000000000.0,white
1KKSwsUKxk6WTjaf4M6hkVsoubidQ26xdB,2016,272,0,1.0,1,0,1,44993800.0,montrealDMALockerv3
1PTizVYLYCJKZmoSVDjua3KdSR62Jfztih,2013,301,144,1.66034580322096,1796,1360,5,131172375.0,montrealCryptoLocker
1F9HAkboL66ZdwSWeVG2THZuzPA8y1Pdz3,2014,351,144,0.0003299582238951,2830,2207,2,50023715.0,white
1Q11HP6Fcmy1ZYDGM1G2ruj6sBmQqCDQHG,2012,173,8,0.25,1,0,2,3524707532.0,white
14LcbwXT7f521tGHwAB8MZMa7xcVa6kUdD,2017,103,0,1.0,1,0,2,75000000.0,princetonCerber
1L8oxh5WvVQPbanvjhoe2YZpjUvv9trAD4,2014,181,2,0.5,1,0,1,69788894.0,paduaCryptoWall
14CoKYqGTgmUwmYef4o22ZF3iu8TbC1cZv,2016,340,16,0.09375,3,0,2,287741411.0,white
12YursV58dRT2c9iuZg3jEWfwgTDamBcnd,2013,167,0,1.0,1,0,2,200000000.0,montrealCryptoLocker
1LPgKoErPUeM92SDY5axJzYCdQbeiRHD6i,2016,216,0,0.5,1,0,1,424772942.0,montrealDMALocker
1JyNSMh76K7wG1uiNpzXMG8odXEMtPnSrN,2015,334,4,0.125,1,0,2,4457048895.0,white
18FhsHUYvXbGETLzbfoMQoUAYcPdYsETK6,2014,96,2,1.0,1,0,1,152000000.0,paduaCryptoWall
19dEbtHcxSJSvjBjovj5mKwX6hNF5uqG4B,2017,256,0,0.5,1,0,2,89869700.0,white
135HGvzVR5Ui4PtN7eH9HEYxtCFaawX2sG,2013,343,2,0.5,1,0,2,5000000000.0,montrealCryptoLocker
1GFQawKWHY8kiiPFuq1p6RUYzajMPYdVkz,2015,63,144,4.89329831520215e-05,3462,3193,2,1136628737.0,white
1jR4owMfLsQq1mwfk6V7stmp9mYX1H18k,2016,168,144,1.10791739570128,4783,4489,3,220000000.0,white
1mvkJuN83bAaGHJovsNCyS4e6Pz1dvR6G,2014,142,144,1.1805639274351,917,0,2,2083114285.0,paduaCryptoWall
1HN1r24sZ79yTS6pAczzyCssCtL8UsaqL6,2017,125,144,0.044488847048775,4908,1,2,1200000000.0,montrealDMALockerv3
13CKGfSjE38Y1keddGJNzwE4PYwMhtrR3x,2013,295,4,0.0277777777777778,1,0,2,31698154723.0,montrealCryptoLocker
1Q9qmvPqipe4b2GJUAovd1ACWe4dMKW7ns,2016,350,144,0.119031884799768,791,0,2,144834157.0,white
1G4u7eSMbhv1M5gjZWH2GTjQLbHLzo41Je,2013,337,14,0.00390625,1,0,2,2499940000.0,white
375oZhRzXRxSBw6FTkNvcUvZHhevxKcJ5k,2018,296,0,0.125,1,0,1,40174991.0,white
1HBuWLgxyx8SMNeqoU4C6orKLqkGtgJB2V,2016,281,2,0.0555555555555556,1,0,2,100000000.0,princetonCerber
1BX3f1UwWT6UrknUGi2LynEnbHk1BoHFxs,2016,89,6,0.00625,1,0,1,99990000.0,princetonLocky
1L8k7msbyF7wurNPQzqPWMwDtEy8kNxmKR,2016,203,0,1.0,1,0,2,62435632.0,white
1FnyCo3JH6fWQW9wyErBEBB1Xd1vDDf5p5,2016,77,0,1.0,1,0,2,59009469.0,white
1JpmjYy1c3v5YYRrqf9sejbBey9PSntzTN,2013,341,0,1.0,1,0,2,133473889.0,white
187bFUEpcMFhZ8soyKxUyEE8GipEy4Ky3s,2016,160,0,1.0,1,0,2,120000000.0,montrealCryptXXX
1Q4FdD5h89WyBUniWYUpzDEriH8KkNhj28,2014,100,6,0.333333333333333,1,0,1,100914846.0,paduaCryptoWall
15cYb6BiCWdzwgk5JoK3gUU6oQynCpTZJc,2017,72,0,1.0,1,0,2,61710000.0,princetonCerber
1GTDpEoU84KwJCbYRSetVamhy1tMSkdKjK,2016,74,12,0.0036244137806637,6,0,2,401900000.0,white
1SqAaawugfGjdN3BVVqTUAGntDPJgeY5W,2016,84,4,0.166666666666667,1,0,2,300000000.0,princetonLocky
1KuqiCBYGdWwUKqCaqJVaUUU8W9yeGXDWA,2011,136,14,0.0078125,1,0,2,1478000000.0,white
1CxBGSM6oD2MHBwDejJ1uBVdWhhDSNK2wg,2013,234,144,0.344377379402665,2454,0,2,128780200.0,white
15o2iVCijmXUbTQok3RJuiQm28JWPauyA8,2014,233,0,0.5,1,0,2,200000000.0,white
194bSGQYs27xBgVWBdWCArN2RwDyNdKZQM,2014,106,0,1.0,1,0,2,120000000.0,paduaCryptoWall
1DQkTS892eGPboyhytYwmW6bV9x1nFS7yn,2017,2,4,0.25,1,0,2,150000000.0,princetonCerber
1B33QwPYZL79MwF9shvnS6UZjki3p6NDs5,2012,5,10,0.015625,1,0,1,3423469110.0,white
1MsCsEPC43GC3j2GA96nV36NysKX747tE,2014,89,144,11.6618927568601,1200,1185,25,53710000000.0,paduaCryptoWall
1JNoi2rBZRbqRDPxypcp9UCqxL93uDhTXB,2016,124,144,0.0028997133928258,2227,0,2,125000000.0,princetonCerber
1cRfd3wD6PAD9XiTjYLFvbminMhU4pAyM,2014,176,20,0.47,9,0,1,50000000.0,paduaCryptoWall
1KfnALToVzgQvpsfkmsHumyo6RWRpeehPG,2016,365,2,0.166666666666667,1,0,1,143643228.0,white
1Ns6ZwNc7ewj9qUZptuYooMMdpy1EzkrjE,2016,244,144,0.0016127534543565,477,0,2,120000000.0,montrealCryptXXX
16XUod4VQvve4nf5fPc3jV3v7oYeztY8b1,2014,131,144,0.53036740723619,399,0,1,30429319.0,paduaCryptoWall
1MVJDAUYstjtJBAKANaY5QLxWG3UwCXwLC,2016,71,4,1.0,1,0,1,100000000.0,princetonLocky
3MTvWMDQZ4hLgFQpL9ZuC9BR9wru6sxVGT,2018,303,144,0.220481126939499,6048,6025,2,399950000.0,white
19ymQpDbMXZRiMDmCXmvccb5pWT14yFKq5,2013,317,144,0.16854756394167,1968,0,2,129950000.0,montrealCryptoLocker
1KkbYjdFvDjgW7ekFu6QsrEtBvD53A6Bpk,2016,115,30,0.125,1,0,2,220963820.0,white
1JWdnCggDB6EKKNmnZDNXNujb4t3Z69ZJ3,2012,193,144,0.575416472047842,1256,1256,8,425016798.0,white
13GXkhcKENyTwRAwLiVnkQvEvyHVaDiRsk,2016,226,4,0.125,1,0,2,165348872.0,white
115v9w1EEkHBVkzQxECfGH9SLTdzrmWr1Z,2015,9,144,0.688472138624195,2832,0,2,989881292.0,white
16d8GqWGhkBafFbZu41gXUv3KqmngnSDiQ,2015,280,18,0.03125,1,0,2,104044700.0,white
1DMFLiu1CkYh2Ui53Fq1d2CvjrX2iPcrZG,2014,69,144,1.36960630493957e-30,130,0,1,310400000.0,paduaCryptoWall
1BTpReEenjPnjBHUUnqkF9Hb8FguoQY7NB,2013,362,94,0.576822970037459,641,0,2,90996000.0,white
1LZnAcsxBWpKMeipv2t6KQFP1WZ5AyWKno,2017,86,144,0.397062929601023,5593,0,2,100000000.0,princetonCerber
1Fd9JJQQJasEzUzrn7pZYcfGEeP5wra49P,2014,322,144,0.0002800092058527,2398,2206,2,43700000.0,white
1FX6hzstDsfZnN9S6HL2tskJipMBaAKyUP,2011,30,4,0.125,1,0,1,224719000000.0,white
35UqeAZb8jqiiFnDgJGmXz2yt9TkhrWesU,2016,72,0,1.0,1,0,2,63441268.0,white
14ZPUiwacAQBcw5W2tWg2aBP9ScLtKQxHo,2014,75,60,9.4190055941358e-08,1,0,1,50000000.0,paduaCryptoWall
1EyokhsQ2TZV929RTzdRxcYZrosGfyW3j7,2016,78,4,0.125,1,0,1,50000000.0,princetonLocky
32RCnr9eveC75dkYXQ9PJWsWUa3wBzaZd3,2017,39,4,0.0099009900990099,1,0,2,200000000.0,white
14XHNgu3EieXYgjoJRjnCThTSdUgvH4tpS,2016,359,2,0.0625,1,0,2,80000000.0,princetonCerber
12Yc6iGAB332gXVV81oMmPM39Xh2dp8jgs,2015,187,10,0.96875,8,0,2,140911131.0,white
1A8tjo5oMLgJXgWUwLE6gCzxXZdiaK7cNB,2014,92,144,0.322771662516199,2276,1605,2,100000000.0,paduaCryptoWall
1PWxRF5EpAuP88Dpu6fYPfv5rmaYPqpB7i,2016,240,10,0.128703703703704,3,2,1,400000000.0,princetonLocky
1PbB4P4nEo5YFERS2KSDsTfJ1M9hWVxnEo,2016,256,0,1.0,1,0,2,45634841.0,white
1A1Q5vot7S41Uimu4CXaCcep1Zu23TV17g,2016,313,2,0.037037037037037,1,0,2,80000000.0,princetonCerber
1FGsE7AnkGXbVUP3QVjH88CAopSCKdXkVi,2011,320,0,1.0,1,0,2,99000000.0,white
1HxdMwwAgaYLbqTdd195jtPnb7hyxxP54N,2016,161,2,0.5,1,0,2,120000000.0,montrealCryptXXX
19A1mVHfnHPkjb25hznFdafA5oGkocaPiq,2016,67,144,0.0087357446852462,5151,1978,2,500000000.0,white
1CawSRCk9JDS6jCe8Tyh1KgtMECUAmUTQv,2016,105,144,0.351263547630468,3412,0,1,100000000.0,princetonLocky
1NYJhjLtJwPEbv9zdmENv7Qiqp6v3Bu1TR,2011,95,58,1.8626451492309603e-09,1,0,1,500000000.0,white
16hCDHxGUDjmzZXUU9yArCx92HjsAZ8H8H,2014,177,0,0.5,1,0,1,600000000.0,paduaCryptoWall
1BLWdieJGgs2fHagPrTPjg3PHTCnwG1oFG,2014,172,2,1.5,2,0,1,800000000.0,paduaCryptoWall
1MJUT2WkhRjaj95PMNDu78hZGz9Vfh28bh,2016,329,60,0.125,1,0,2,211039451.0,white
1FsSvWbMXtHePa54Z7HAuPmTM9ZpoLuGaU,2016,121,2,0.0434782608695652,1,0,2,54335483.0,white
1PfpSmx1qg2tbREp1grWbSh8z1UojzT87p,2013,233,0,1.0,1,0,2,416100000.0,montrealCryptoLocker
1ERKhhGdvHoUJ2Ux539ncdJ7FG41EpJNRH,2011,11,0,1.0,1,0,1,15000000000.0,white
1GAmmLUdz9xmJPuDgibiBTsSx3Pxo1DifF,2012,81,14,0.00390625,1,0,2,60719000.0,white
1NsyWqS19VWGGa2e667b3LQa3AoiySkEyD,2015,181,2,0.0005458515283842,1,0,2,50454601.0,white
13kjEsWEt8PvCSz8qegLSQHijteg59NQaT,2016,261,144,0.0523778878484223,278,0,2,121097033.0,white
15E1oeVgySnHCZyDJ95MJ8FEofo946n8V4,2017,69,0,0.5,1,0,1,73900000.0,white
1URRNTrhMmvjQhUe3nkmb2VKRiqqKCBY4,2015,212,144,0.814913993878221,2070,1,2,145790000.0,white
1KJrQnPZRexTWwfE4EoRBJvkLNADgLDLsM,2017,139,2,1.0,1,0,2,193691668.0,white
1LJYvsZmTgDXBaXbnusQP1bW7FcUWxdhUX,2014,114,4,0.0659722222222222,3,0,1,200000000.0,paduaCryptoWall
12kHnJY46JpSWGhA5zpBo7zPXkz5T71BZr,2015,248,6,0.0089285714285714,1,0,1,318000000.0,paduaCryptoWall
1Cv13BUEkVzodfteVVMPnNHvcTmFuWVVWC,2016,76,58,3.814697265625e-06,1,0,1,49990000.0,princetonLocky
1Q6PMYnb14HTP8upyf1MfrgsyrXVvXMn7D,2011,111,2,0.5,1,0,2,257000000.0,white
12bn3LoWmNe9xqYrphf3VT6B4gd4aJZ74F,2016,208,28,0.00048828125,1,0,1,200000000.0,princetonLocky
17hCfVapctMxR81C7wg16LsHY3pKxTe3zB,2012,130,14,0.015625,1,0,1,242034051.0,white
1AcfSWUiHG1uGcF4Nbp4dMdqnTxuxjZ3UW,2013,46,0,1.0,1,0,1,493154236.0,white
1Pydkw5nyve65zynLJHfCNu1JxmEconmis,2015,190,144,2.17746539969597e-06,332,0,1,190990000.0,paduaCryptoWall
12e5Lb5i3m3vEwmJMNegyHSv1FeEusYjUA,2016,69,144,0.0311736290549747,6809,4235,1,50000229.0,princetonLocky
1MPtTVpahYMEgmFNjq9PANSgEwzBo2wEWV,2015,189,4,1.0,1,0,2,33673165.0,white
1N9FGVvPUiA7uZ4tH985iB92t5NHSGSZDb,2013,298,60,0.479588693934449,57,0,2,183324800.0,montrealCryptoLocker
1PTMguSTbiXzHbELcyhDTdgVAfcCi45TCe,2013,106,20,0.105263157894737,2,0,2,462274814.0,white
1G8XuZBAf626dg96qkNnVLmHt1Us6SwWcq,2013,45,0,0.5,1,0,2,5000000000.0,montrealCryptoLocker
16hUUjfsknhFffAoMeaQbEj2Sa8o5eBr5H,2014,241,38,0.0476977811676332,21,20,2,47525300.0,white
1LyYoZJD3Fo5w2c778zjMT8piU1CCqySAB,2014,77,0,1.0,1,0,1,40000000.0,paduaCryptoWall
1P52Hgptcnre8ejGz6GtHsdwLQP9fPP3M9,2013,310,10,0.145833333333333,3,0,1,200000000.0,montrealCryptoLocker
15rB46fSedpHPc8yzMBrAJv651UhK5ySr4,2016,92,144,0.0974539102997377,2228,0,1,50000000.0,princetonLocky
1Lqz1xE3fnjCkHUos22KM9ob4TER1Ry4g8,2017,223,8,0.25,2,0,2,89130000.0,white
1JjCe1xgdkuLtfPUY5m6QYYG4PWY4cwqo2,2016,172,26,0.551339285714286,6,0,2,94910406.0,montrealCryptXXX
1AUJmVVJhC5KHSjdToTs4EQ2DM7fExB7Nv,2014,56,144,2.75826960078513,4103,4102,7,9280000000.0,montrealCryptoLocker
1YgbFDuqTV3NS1rLi7f9SryJPk5oLzEz6,2018,125,144,0.815365517607394,5905,4724,4,472450000.0,white
13TuDp7pD3MzRRuc6HxNJRCN1vf5SjiJrZ,2014,247,144,0.0318303464313432,2233,2224,1,50000000.0,white
15CJxcwJzKcL9wZLPhf8aRdT1ZiJoe14xf,2014,64,144,0.73305576113987,1414,1277,1,3355590388.0,paduaCryptoWall
1zoM4zggwrTHpLgjkPnFK1Q8iWTPJjrTk,2017,6,0,0.5,1,0,2,56000000.0,princetonCerber
18A2hrMG7sqqYQsaUMyiRT6UDivdbpLG1y,2015,96,38,0.0188253982659595,51,51,2,1600000000.0,white
1K3YzochUfQp6Mc6PxDXTsVZ1vXQNzVnVS,2017,302,0,1.0,1,0,1,453440554.0,white
1NChur9xiw5q6buGcANd1DArnHiDxFJu4y,2018,323,136,0.160892543117182,7994,0,2,370135000.0,white
1FYhsK9m6iyAeGwsQVgYihr45PcmEvx1kr,2014,347,0,1.0,1,0,1,51000000.0,white
1Q9WZXtV3nFeHnwikt3PcWkvnCHvCA9KhH,2012,133,134,1.97211861353824e-14,17,0,2,1360249384.0,white
1DzFcu1hjARfT4V3B1taSqoWTu4kayvctS,2011,161,0,1.0,1,0,2,42001389537.0,white
1Me6eWqwKb6LixKdSNREkCWBcf1kbmSeFQ,2013,94,0,1.0,1,0,2,50000000.0,white
1PwTxZ6kdWxDzD7MNJwyM4LYtoSHUpAM54,2014,84,144,0.0001927002997182,1244,0,1,240000000.0,paduaCryptoWall
1NcuQnj98JxZU2h1Lg21Gy4VMHpU5c3Vhw,2011,281,28,0.00050048828125,41,0,2,5953700000.0,white
1MrnUHFADbj5S9ERJ9bGXtQvhx81TFztMN,2014,193,6,0.125,1,0,1,82000000.0,paduaCryptoWall
16cer89eVsr9XWqGHdu8fC7hV6gyovrjSh,2013,215,144,0.219966127354404,1533,2,4,376481808.0,montrealCryptoLocker
1qAj3SfRR61rkJMSB3AK9AQn6YJLEJHjX,2012,186,0,0.5,1,0,1,102095208.0,white
1JmRar46P2bHcx9pi75jpuyeDWekR5M23A,2014,185,18,0.0625,1,0,2,568761323.0,white
1Cc1AttnWEnsfqrCBY9KY8wPXkb2eLCNz8,2014,182,4,1.33333333333333,7,0,2,362248925.0,paduaCryptoWall
19gu4dWa3x16YDcpf4vZXTaadvyzR379zS,2011,117,144,9.09494701772928e-13,1,0,2,546000000.0,white
1FbGEpVzFPR5d49d6wccMGcZyxU63H5roL,2015,173,2,0.166666666666667,1,0,1,207990000.0,paduaCryptoWall
1E1i4nCQzg6hLBwn8YZ8nTS9iSnSVCE4rg,2016,208,18,0.0001502403846153,1,0,1,400000000.0,princetonLocky
19K5RmG8wixeyUqRbdJQiyfaNZtiAK3oyM,2015,180,2,2.0,1,1,2,886209788.0,white
18hPNyBWYKnKh4PoLqQBxuegam3Jg9zbHW,2017,222,6,0.25,1,0,2,40000000.0,princetonCerber
18iuW8UzzFPo5AMKhtKp2VjHxTRX6b8EXa,2016,180,0,1.0,1,0,2,200100000.0,princetonCerber
179u5gMr8msgWARecE6ijM4ZdzeEqqPQix,2014,317,8,0.125,4,0,2,969738000.0,white
16TnAjDN8Wed9QsoBBNe5VuWaWqWEjpm8Z,2013,313,2,0.285714285714286,2,0,1,99940000.0,montrealCryptoLocker
189veff1RHtECvjb8XwTjaU8stJwK4VFyN,2016,111,144,2.08441530247401,5422,0,2,125000000.0,princetonCerber
1JhMN2JQmnf2qqnhmhDtcVbhVKVXdexjwu,2018,210,86,0.03125,1,0,2,64869892.0,white
12mwZdbRbMQcdiaCXFGd47wwXxqkwJt2FE,2016,235,2,0.5,1,0,2,83130000.0,princetonCerber
3N2yMrhZd2m8ysSubwSPHnDByuQptg8Vsf,2016,97,144,0.0466728101099317,4796,0,2,51000000.0,white
1JWo9wqvgHaGXSfSPtV8G95rLNPuWCAt3p,2013,23,0,1.0,1,0,1,745553424.0,white
19WhQMH2wEQFEhpg5h9BB1eLCMCN6DDLTD,2017,114,2,1.0,1,0,2,33076809.0,white
126RpC8p5p4fA6rADzjuAfyobs9HzDWXxU,2016,210,144,0.0003266027300812,4659,0,2,73990000.0,princetonCerber
1E39kWejyEyUa43bv4VwRmqopE1o97pEUL,2011,48,26,0.000244140625,1,0,1,104000000.0,white
1EbPtzPNQJNw13unxVnFJ2tz1LWrmNWe1J,2014,143,8,0.0625,1,0,2,52400000.0,paduaCryptoWall
1JsCem4bWjNungLX3Jo73cG4PFTSt2upcu,2017,44,4,0.25,1,0,2,80000000.0,princetonCerber
16iXGK9cGA4S9eFXhANfmxvYA2q9MgVt9G,2016,274,2,0.0625,1,0,1,250000000.0,princetonLocky
1Kzo8Z9QLjh456ixevQKSC6yMMAqELLJrz,2015,195,36,0.03125,2,0,2,378204547.0,white
1FsW17gB7f5xNihizTpQn8EDkWdQL9mtqG,2017,116,8,0.015625,1,0,2,80000000.0,princetonCerber
1Nkozpb1MqgTp7bRrpZf22QLrpFckRBspq,2018,99,138,0.0043666122824205,5636,0,2,509002347.0,white
1LPgKoErPUeM92SDY5axJzYCdQbeiRHD6i,2015,303,2,1.5,2,0,2,324500000.0,montrealDMALocker
1MVYNQW2FAxv185VTpG5bnNbxQ5vJoN4ot,2012,263,24,0.0112841388806462,10,0,1,369949135.0,white
1BQVwYsfXPfyurdEjXYLyqCM9h6LGPPgVe,2016,95,6,0.25,1,0,1,40000000.0,white
143huDqYijhbB52ECe6gbiK7GE4DRbdK5n,2013,217,0,1.0,1,0,1,59950000.0,white
14uTeQ6cFZJUMGijQpfmWWBkn1bvj3j6at,2013,81,144,0.0625004199025143,630,0,3,1147000000.0,white
1NGtvWJUuFEq2wma5YEi9n3TD7EDUj1LjU,2013,26,0,0.0714285714285714,1,0,2,51280133.0,montrealCryptoLocker
17xhPSYVFhRrsxWmX1pizKHmutCRHD33g6,2013,289,52,0.482381801361028,43,0,1,199950000.0,montrealCryptoLocker
1Dh6tuuf3ho4uwt3pBoG9hNmNykRon2JzM,2012,123,2,1.0,1,0,2,1093400000.0,white
1JZsgjwTS3HrYDc6aUrw7NpFFSRB96SVS8,2017,145,142,0.0181863333173632,109,0,2,9591509859.0,white
12eFznMy8aoCS76mqkCmxce1CLSpAkF9bq,2014,304,4,0.25,1,0,2,146990000.0,paduaCryptoWall
1AbbNM5Wy1vVeh6XQerN4GHLbfPHGEvyfh,2014,97,4,0.252604166666667,2,0,2,650000000.0,paduaCryptoWall
16uL7P3KuunCx5P21JccVgtE3XdYb3ZxC6,2014,307,144,0.278467080269449,2075,0,1,99320000.0,white
1K3uzbpT5Ky7uEG3nZHrZYrCcxmCnkLjuV,2011,47,26,0.0078125,1,0,2,2780000000.0,white
17gzVzg9JweLC31fHksPAWTwRxCz3opDqX,2016,162,38,0.062530517578125,1,1,4,240000000.0,montrealCryptXXX
183dwDUBPae7CGnAkCA9c2RFGTdpiaMyDE,2018,76,144,0.162788826148167,4872,3417,2,1194900000.0,white
19FEjsqusUdoYM3n1wr22tgSuRKHyg6Js7,2017,324,144,0.0005061942794709,7371,0,1,85000000.0,white
14iKbXR7Lm9BboickNwNTFf9h2SZaUtCtG,2016,317,0,1.0,2,0,4,60000000.0,princetonCerber
1Ghb2KN3ge2qLh7ecKtoeKPeMnr3o12ehk,2012,365,128,0.37500401877572,1795,0,2,798000000.0,white
1B1nph9uYWNXQ1S69jRQbtpjeErZmCev1x,2017,113,4,0.103174603174603,3,0,2,58297680.0,white
17tvMDiP9WF6CU9e8dii6auquY25hGjYKe,2014,66,0,1.0,1,0,1,48900000.0,paduaCryptoWall
12A6maPgZrVKPuE8HnZKdo68ssXoDNxpop,2015,294,144,1.6578538897611,2161,0,1,190000000.0,paduaCryptoWall
194oG4RNkD1Yt5mDvBLUpies9eeRrzMojY,2014,115,144,0.250191594479083,2027,0,1,538671448.0,paduaCryptoWall
1G1d2b16V3U1LeZecf6EniRbrwkFnWL8Kk,2016,231,144,0.501617845323624,2097,0,3,240000000.0,montrealCryptXXX
1PwTxZ6kdWxDzD7MNJwyM4LYtoSHUpAM54,2014,170,118,8.673617379884041e-19,1,0,1,250000000.0,paduaCryptoWall
17Pnsy3nKhNA9B5zscqGBn32vmfiZtxSEE,2016,221,0,1.0,1,0,1,99019017.0,princetonLocky
1M5uSUX8A1v9kMgteNXt6RAuYrbgFdMYxS,2017,17,144,4.65000082390568,5415,0,2,100000000.0,princetonCerber
3HC45FxnGrx5GTXqAnLiWX1FYbqNZkpPfM,2018,27,4,0.177366661495392,425,0,2,35507000.0,white
1LPgKoErPUeM92SDY5axJzYCdQbeiRHD6i,2015,296,144,1.32323704370619,2605,2604,2,601640000.0,montrealDMALocker
1DfiNUgQDwGpSEnEPiFze4LvDNhq49Eatv,2015,173,0,0.5,1,0,1,208000000.0,paduaCryptoWall
19ymQpDbMXZRiMDmCXmvccb5pWT14yFKq5,2013,293,0,0.5,1,0,2,1129950000.0,montrealCryptoLocker
1FYtJThc2GWq931esweVh1vSS1dF9FPg4r,2012,171,4,0.125,1,0,2,774950000.0,white
15hn9s78HHD8H2gbVh31WDVzsnQjX3zWw4,2013,326,0,0.5,1,0,2,193782382.0,montrealCryptoLocker
1JGceV6W7qZ3q1rPvgom1fXPSi4srWCZee,2014,187,12,0.0677083333333333,2,0,1,280000000.0,paduaCryptoWall
1MHgFQ3nxYHkNBfn9r4fZAkz8sXH8kTtps,2013,105,84,0.0456321022727273,2,0,2,831824199.0,white
1PxideUkKyJcUrHCh9tUprZRP24dqTB4s9,2014,159,144,3.2135155913751103e-09,948,887,2,55080000.0,white
13m39Z9x4rsjhF8KitJYR8U52AWm3JVVLJ,2013,68,20,0.125,1,0,2,6125150000.0,white
1D4cAWBdFtmR745mf9R58q8pf7QqAK8A8a,2014,73,0,0.5,1,0,2,1600000000.0,paduaCryptoWall
1F9XUteEHV3y9A6wyRLLnEtemMeXfsraNd,2011,197,62,9.5367431640625e-07,24,0,1,38000000.0,white
131nzizNWzZTQsZVafZgds5okkscQdSJkw,2016,42,0,1.0,1,0,1,119900000.0,montrealNoobCrypt
1Dk4WRQNQKCk5sAgigaN2xYdhqatgmXdKj,2017,217,12,1.0,1,0,2,30027656.0,white
1KSGWjjDG9My4mPawbodSi93oeQuGB35Bt,2018,256,0,1.0,1,0,1,53669183.0,white
1KmXQ3upsPhXtjfKRwYaH62jD5ZKQUk2hn,2011,172,90,2.98023223876953e-08,1,0,2,94215393392.0,white
1MKkRUoALpcaTVgYPqRWRHFA4ySr2DW7FJ,2013,339,8,0.75,3,0,2,130000000.0,montrealCryptoLocker
1AxBkJMkMC2d7rguCFeJyottsckA7PHp4M,2014,185,2,0.25,1,0,1,42500000.0,paduaCryptoWall
1LS1Zo9MZFFeiyu4cnEvVFAApC9jcneHYd,2016,160,144,0.0458868716822787,598,0,2,120000000.0,montrealCryptXXX
16kPwnKPzVhZFynr7PVNooapx14o6btrsx,2013,291,110,0.172255484362236,696,0,1,200000000.0,montrealCryptoLocker
1Cump4AQoQMjKH2EmdPaUgsFtKUXcRcpnU,2011,43,122,1.0,1,0,2,35290000000.0,white
1JsKiNm3dFkivPub4pf23ZidWArTaKDpwC,2011,142,36,0.000244140625,1,0,1,32000000.0,white
3HdDZAgUGKYBb6u1HrDSNBmozSHtTd1Mfy,2018,268,0,1.0,1,0,1,46229395.0,white
1KdfDMjqUcrdL6nHP3atmPU1hjtjiNa29p,2017,200,2,0.0625,1,0,2,40000000.0,princetonCerber
1A4CrYtsLvy5h8K6BYszVH5Jch2gxmc5ML,2013,320,0,0.5,1,0,1,62801932.0,montrealCryptoLocker
1BLAYynaYLAbvfbYFoPgMkrdRFZYmYmNir,2014,226,0,1.0,1,0,1,479269321.0,montrealNoobCrypt
12RNn3sv6Q8tyEjdkYxQWNQ6crtfaGZaVM,2014,308,0,1.0,1,0,2,89980000.0,white
19Pgg3V38CqR5aZYr3Nz8APt4XHXjvho5Y,2011,97,108,0.5,2,0,2,176000000.0,white
1Mbqfa8ifdmKXSqm5aPy3KK1TAZDAvYFGE,2016,245,22,0.0625,1,0,2,120000000.0,montrealCryptXXX
12nsJsaTbfRuJ8Sp155scGrbhrqnn6f8CM,2017,58,126,5.8207660913467394e-11,1,0,2,100000000.0,princetonCerber
1DpxH8B8fpB9d9VFzVKGmSfh35hKtE6wJT,2014,238,144,0.005262861815873,971,0,1,99980000.0,white
17eD3RAeEnkfczgEd1GYuqMiMJKSDX97pT,2018,77,144,0.0951517860341346,6323,0,2,39937752.0,white
1KwcFLtjraAqoPyUD4d4axrhWUtUZMR8hh,2017,46,0,2.0,2,0,2,481436530.0,white
1FLk1Et3Lko44CKAiQwfcy3vb5vNWWwAxJ,2015,281,4,0.2,1,0,2,294000000.0,paduaCryptoWall
1GUeXA4MmASThERhXPhz7GAzdUNQ157xh9,2016,302,28,0.0002893518518518,1,0,2,91890000.0,white
1Q9oaPtK2JBiDPMqdBuFs5JCjY9kWXStDx,2015,37,0,0.5,1,0,1,238000000.0,paduaCryptoWall
1Fu5T4WqSuEnMFqdyyvFbDBCbWCDnBMpCD,2012,345,98,8.881784197001249e-16,1,0,2,811000000.0,white
1K9UcbMi3BF6z6t8bwTriEV5A8A1tUKVCL,2017,200,40,1.0,1,0,2,224132773.0,white
16x5SHyL1fktixDm3YEDZhNDimuBWjtUPW,2017,119,0,0.5,1,0,1,217980800.0,montrealDMALockerv3
142Jjn7kppiuMP1WMJn2sec4HdkSm1vCDg,2012,112,0,0.5,1,0,2,187500000.0,white
1ELydsnA6jPuasSVew16Ka5wRuZNxySxkL,2018,309,0,1.0,1,0,2,50022461.0,white
12pCk49tRHomVjRwQm6VNQ67JJAMp9Js1b,2011,233,4,0.25,1,0,2,100000000.0,white
13A2JgUYZjQ3hBjARAAbWuV5a8MLgww1bS,2014,170,0,1.0,1,0,1,192000000.0,paduaCryptoWall
1L7SLmazbbcy614zsDSLwz4bxz1nnJvDeV,2014,251,144,0.125013621436517,1043,0,2,90090000.0,paduaCryptoWall
