,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,GarageArea,YrSold,LotShape,LotConfig,SalePrice
693,5400,5,6,1921,1968,1073,1,2,1,326,2006,Reg,Corner,108480
694,6120,5,6,1936,1950,1539,1,3,1,576,2009,Reg,Corner,141500
695,13811,6,6,1987,1987,1137,2,2,1,551,2006,IR1,Inside,176000
696,6000,5,7,1921,1950,616,1,2,1,205,2006,Reg,Inside,89000
697,6420,5,7,1952,1952,1148,1,2,1,308,2006,IR1,Inside,123500
698,8450,5,8,1965,2009,894,1,3,1,336,2010,Reg,Inside,138500
699,4282,7,5,2004,2004,1391,2,2,1,530,2008,IR2,Inside,196000
700,14331,8,5,2002,2002,1800,2,3,1,765,2006,Reg,Inside,312500
701,9600,7,5,1969,1969,1164,1,3,1,528,2006,Reg,Inside,140000
702,12438,8,5,2006,2006,2576,2,4,1,666,2006,IR1,Inside,361919
703,7630,5,9,1900,1996,1812,2,4,2,672,2010,Reg,Inside,140000
704,8400,7,5,2004,2005,1484,2,3,1,606,2010,Reg,Inside,213000
705,5600,4,5,1930,1950,1092,2,3,2,0,2010,Reg,Inside,55000
706,115149,7,5,1971,2002,1824,2,2,1,739,2007,IR2,CulDSac,302000
707,6240,8,5,2006,2006,1324,2,2,1,550,2009,Reg,Inside,254000
708,9018,7,5,2007,2007,1456,2,3,1,400,2007,IR1,Inside,179540
709,7162,5,7,1966,1966,904,1,3,1,408,2008,IR1,Inside,109900
710,4130,3,6,1935,2003,729,1,2,1,0,2008,IR1,Inside,52000
711,8712,4,7,1900,1950,1178,1,2,1,384,2010,Reg,Inside,102776
712,4671,8,5,1988,1989,1228,2,2,1,472,2008,IR1,Inside,189000
713,9873,4,5,1970,1970,960,1,3,1,576,2006,Reg,Inside,129000
714,13517,6,8,1976,2005,1479,2,3,1,475,2010,IR1,CulDSac,130500
715,10140,6,5,1974,1974,1350,2,3,1,478,2009,Reg,Inside,165000
716,10800,7,8,1890,1998,2554,1,3,1,704,2007,Reg,Inside,159500
717,10000,5,6,1973,2000,1178,1,3,1,439,2008,Reg,Inside,157000
718,10542,7,5,1993,1994,2418,2,3,1,983,2008,Reg,Inside,341000
719,9920,5,6,1969,1969,971,1,3,1,300,2006,IR1,Inside,128500
720,6563,8,5,1985,1985,1742,2,2,1,564,2006,IR1,CulDSac,275000
721,4426,6,5,2004,2004,848,1,1,1,420,2010,Reg,Inside,143000
722,8120,4,7,1970,1970,864,1,3,1,463,2009,Reg,Inside,124500
723,8172,4,6,1954,1972,1470,2,4,1,548,2008,Reg,Inside,135000
724,13286,9,5,2007,2008,1698,2,3,1,768,2009,IR1,Inside,320000
725,6960,4,6,1970,1970,864,1,3,1,660,2009,Reg,Inside,120500
726,21695,6,9,1988,2007,1680,2,3,1,540,2009,IR1,Corner,222000
727,7314,7,5,2007,2007,1232,2,2,1,632,2009,Reg,Inside,194500
728,11475,5,5,1958,1958,1776,2,4,2,888,2009,Reg,Corner,110000
729,6240,4,5,1925,1950,1208,1,2,1,539,2009,Reg,Inside,103000
730,5389,8,5,1995,1996,1616,2,2,1,608,2010,IR1,Inside,236500
731,9590,7,5,2003,2003,1146,2,3,1,438,2007,IR1,Corner,187500
732,11404,7,5,1998,1999,2031,2,3,1,541,2008,IR1,Inside,222500
733,10000,5,6,1961,1983,1144,1,3,1,264,2009,Reg,Corner,131400
734,8978,5,5,1968,1968,948,1,3,1,300,2007,IR1,Corner,108000
735,10800,7,7,1914,1970,1768,1,2,1,320,2006,Reg,Inside,163000
736,8544,3,4,1950,1950,1040,2,2,2,400,2006,Reg,Inside,93500
737,10463,8,5,2005,2005,1801,2,3,1,800,2006,IR1,CulDSac,239900
738,10800,5,5,1987,1988,1200,3,3,1,0,2009,Reg,Inside,179000
739,9313,7,5,2004,2004,1728,2,3,1,572,2009,IR1,Inside,190000
740,9600,5,7,1910,2002,1432,2,2,1,360,2007,Reg,Inside,132000
741,6768,6,8,1961,1996,912,1,3,1,288,2008,IR1,Inside,142000
742,8450,7,5,2000,2001,1349,2,3,1,539,2007,Reg,Inside,179000
743,12886,5,6,1963,1999,1464,2,3,1,480,2009,IR1,Inside,175000
744,5395,8,5,1993,1993,1337,2,2,1,462,2008,IR1,Inside,180000
745,8963,8,9,1976,1996,2715,3,4,1,831,2008,IR1,Inside,299800
746,8795,7,5,2000,2000,2256,2,4,1,554,2009,IR1,Inside,236000
747,11700,7,7,1880,2003,2640,1,4,1,864,2009,IR1,Corner,265979
748,10593,7,5,1996,1996,1720,2,3,1,527,2010,IR1,Inside,260400
749,8405,4,3,1945,1950,1529,2,4,1,240,2009,Reg,Inside,98000
750,8800,4,7,1910,2004,1140,1,3,1,0,2010,Reg,Corner,96500
751,7750,7,5,2003,2003,1320,2,3,1,400,2007,Reg,Inside,162000
752,9236,6,5,1997,1997,1494,2,3,1,576,2006,IR1,Inside,217000
753,10240,8,5,2005,2005,2098,2,3,1,878,2006,Reg,Inside,275500
754,7930,6,8,1969,2005,1026,1,3,1,440,2009,Reg,Inside,156000
755,3230,6,5,1999,1999,1471,2,3,1,440,2009,Reg,Inside,172500
756,10769,8,5,2007,2007,1768,2,3,1,578,2009,IR1,Inside,212000
757,11616,6,5,1978,1978,1386,2,3,1,440,2010,IR1,CulDSac,158900
758,2280,7,5,1999,1999,1501,2,3,1,440,2008,Reg,Inside,179400
759,12257,8,5,1995,1995,2531,2,4,1,752,2007,IR1,Inside,290000
760,9100,6,6,1959,1959,864,1,2,1,300,2009,Reg,Inside,127500
761,6911,5,5,1924,1950,1301,1,2,1,440,2009,Reg,FR2,100000
762,8640,7,5,2009,2009,1547,2,3,1,614,2010,Reg,Inside,215200
763,9430,8,5,1999,1999,2365,2,3,1,856,2009,Reg,Inside,337000
764,9549,8,5,1995,1996,1494,1,2,1,481,2006,IR1,CulDSac,270000
765,14587,9,5,2008,2008,1506,2,2,1,592,2008,IR1,Inside,264132
766,10421,7,5,1988,1988,1714,2,3,1,496,2010,Reg,Inside,196500
767,12508,6,7,1940,1985,1750,2,4,1,423,2008,IR1,Inside,160000
768,9100,7,5,2004,2005,1836,2,3,1,484,2006,Reg,Inside,216837
769,53504,8,5,2003,2003,3279,3,4,1,841,2010,IR2,CulDSac,538000
770,7252,5,5,1982,1982,858,1,2,1,576,2009,IR1,CulDSac,134900
771,8877,4,5,1951,1951,1220,1,2,1,396,2006,Reg,Inside,102000
772,7819,6,5,1976,1976,1117,1,3,1,672,2010,Reg,Inside,107000
773,10150,5,5,1958,1958,912,1,2,1,275,2007,Reg,Inside,114500
774,14226,8,5,2006,2006,1973,2,3,1,895,2007,Reg,Corner,395000
775,4500,6,5,1998,1998,1204,2,2,1,412,2009,Reg,FR2,162000
776,11210,7,5,2005,2006,1614,2,3,1,865,2006,IR1,Inside,221500
777,13350,5,5,1974,1974,894,1,3,1,440,2006,IR1,Inside,142500
778,8400,5,5,1977,1977,2020,2,4,2,630,2007,Reg,Inside,144000
779,10530,6,5,1977,1977,1004,1,2,1,504,2006,Reg,Inside,135000
780,7875,7,5,1995,1996,1253,2,3,1,402,2007,Reg,Inside,176000
781,7153,6,5,1992,1992,1603,2,3,1,484,2006,Reg,Inside,175900
782,16285,7,5,2001,2002,1430,2,3,1,605,2009,IR2,Inside,187100
783,9101,5,6,1978,1978,1110,1,1,1,602,2009,IR1,Corner,165500
784,6300,6,6,1914,2001,1484,2,3,1,0,2008,Reg,Inside,128000
785,9790,6,5,1967,1967,1342,2,3,1,457,2009,Reg,Inside,161500
786,10800,5,6,1915,1950,1652,2,4,1,416,2010,Reg,Inside,139000
787,10142,7,5,2004,2004,2084,2,4,1,618,2010,IR1,Inside,233000
788,6000,4,7,1954,2000,901,1,2,1,281,2008,Reg,Corner,107900
789,12205,6,8,1966,2007,2087,2,5,1,444,2007,IR1,Inside,187500
790,3182,7,5,2005,2006,1145,2,2,1,397,2009,Reg,Inside,160200
791,11333,6,5,1976,1976,1062,1,3,1,539,2007,IR1,Corner,146800
792,9920,7,5,1996,1997,2013,2,3,1,455,2007,IR1,CulDSac,269790
793,9158,8,5,2007,2007,1496,2,3,1,474,2007,Reg,Inside,225000
794,10832,7,5,1994,1996,1895,2,3,1,409,2008,IR1,Corner,194500
795,8400,6,6,1980,1981,1564,2,3,1,476,2010,Reg,Inside,171000
796,8197,6,5,1977,1977,1285,1,3,1,528,2007,Reg,Inside,143500
797,7677,5,5,1953,1953,773,1,2,1,240,2008,Reg,Inside,110000
798,13518,9,5,2008,2009,3140,3,4,1,820,2009,Reg,Inside,485000
799,7200,5,7,1937,1950,1768,1,3,1,240,2007,Reg,Corner,175000
800,12798,6,5,1997,1997,1688,2,4,1,603,2008,IR1,Inside,200000
801,4800,4,7,1916,1990,1196,1,2,1,440,2007,Reg,Inside,109900
802,8199,7,5,2005,2005,1456,2,3,1,410,2008,Reg,Inside,189000
803,13891,9,5,2008,2009,2822,3,4,1,1020,2009,Reg,Inside,582933
804,9000,5,5,1954,1954,1128,1,2,1,286,2006,Reg,Inside,118000
805,12274,7,5,2008,2008,1428,2,3,1,554,2008,IR1,FR2,227680
806,9750,5,5,1967,1967,980,2,3,1,384,2006,Reg,Inside,135500
807,21384,5,6,1923,2004,1576,1,3,1,528,2009,Reg,Inside,223500
808,13400,5,5,1966,1966,1086,1,3,1,484,2006,Reg,Inside,159950
809,8100,5,5,1898,1965,2138,2,2,3,360,2009,Reg,Corner,106000
810,10140,6,6,1974,1999,1309,1,3,1,484,2006,Reg,Inside,181000
811,4438,6,5,2004,2004,848,1,1,1,420,2008,Reg,Inside,144500
812,8712,5,5,1952,1952,1044,1,2,1,504,2010,Reg,Inside,55993
813,9750,6,6,1958,1958,1442,1,4,1,301,2007,Reg,Inside,157900
814,8248,5,7,1918,1950,1250,1,3,1,280,2006,Reg,Inside,116000
815,12137,7,5,1998,1998,1661,2,3,1,598,2010,IR2,CulDSac,224900
816,11425,5,6,1954,1954,1008,1,2,1,275,2006,IR1,Corner,137000
817,13265,8,5,2002,2002,1689,2,3,1,857,2008,IR1,CulDSac,271000
818,8816,6,7,1971,1971,1052,1,3,1,440,2010,Reg,Inside,155000
819,6371,7,5,2009,2010,1358,2,2,1,484,2010,IR1,Inside,224000
820,7226,7,5,2003,2003,1640,2,3,1,595,2008,IR1,CulDSac,183000
821,6000,4,4,1953,1953,936,1,2,1,576,2009,Reg,Inside,93000
822,12394,7,5,2003,2003,1733,2,3,1,433,2007,IR1,Corner,225000
823,9900,6,7,1940,1950,1489,2,3,1,240,2009,Reg,Inside,139500
824,11216,8,5,2006,2006,1489,2,3,1,776,2006,Reg,Inside,232600
825,14803,10,5,2007,2008,2084,2,2,1,1220,2008,Reg,Inside,385000
826,6130,5,6,1924,1950,784,1,2,1,0,2008,Reg,Inside,109500
827,8529,7,5,2001,2001,1434,2,3,1,527,2009,IR1,Inside,189000
828,28698,5,5,1967,1967,2126,2,3,1,538,2009,IR2,CulDSac,185000
829,2544,7,5,2005,2005,1223,2,2,1,480,2006,Reg,Inside,147400
830,11900,6,5,1957,1957,1392,1,3,1,458,2008,IR1,Corner,166000
831,3180,7,5,2005,2005,1200,2,2,1,480,2006,Reg,Inside,151000
832,9548,7,6,2003,2003,1829,2,3,1,613,2010,IR1,CulDSac,237000
833,10004,6,6,1964,1964,1516,1,3,1,472,2009,Reg,Inside,167000
834,7875,5,6,1961,1961,1144,1,3,1,456,2008,Reg,Inside,139950
835,9600,4,7,1950,1995,1067,2,2,1,436,2010,Reg,Inside,128000
836,8100,5,6,1948,1973,1559,1,2,1,812,2007,Reg,Inside,153500
837,1680,6,5,1973,1973,987,1,2,1,264,2008,Reg,Inside,100000
838,9525,5,6,1995,2006,1099,1,3,1,352,2008,Reg,Inside,144000
839,11767,5,6,1946,1995,1200,1,3,1,240,2008,Reg,Inside,130500
840,12155,6,8,1925,1950,1482,2,4,1,400,2008,IR1,Inside,140000
841,10440,5,8,1904,2002,1539,2,3,1,686,2008,Reg,Inside,157500
842,9020,6,7,1966,1966,1165,1,3,1,490,2008,Reg,Inside,174900
843,8000,5,4,1961,1961,1800,2,6,2,0,2007,Reg,Corner,141000
844,12665,5,8,1915,1950,1416,1,4,1,720,2008,IR1,Inside,153900
845,16647,5,5,1975,1981,1701,2,3,1,611,2007,IR1,CulDSac,171000
846,9317,7,5,1993,1993,1775,2,3,1,425,2009,Reg,Inside,213000
847,15523,5,6,1972,1972,864,1,3,1,338,2009,IR1,CulDSac,133500
848,45600,6,8,1908,1997,2358,3,5,1,360,2008,IR2,Inside,240000
849,9600,6,7,1976,1994,1855,2,3,1,512,2007,Reg,FR2,187000
850,4435,6,5,2003,2003,848,1,1,1,420,2007,Reg,Inside,131500
851,3196,8,5,2003,2003,1456,2,2,1,400,2006,Reg,Inside,215000
852,7128,7,5,1941,1950,1646,2,4,1,240,2007,Reg,Inside,164000
853,12095,6,6,1964,1964,1445,1,3,1,645,2009,IR1,Corner,158000
854,17920,5,4,1955,1974,1779,1,3,1,454,2006,Reg,Inside,170000
855,6897,5,8,1962,2010,1040,1,3,1,260,2010,IR1,Corner,127000
856,10970,6,6,1978,1978,1026,1,3,1,576,2008,IR1,Inside,147000
857,8125,6,5,1994,1995,1481,2,3,1,343,2009,Reg,Inside,174000
858,10400,7,5,1976,1976,1370,2,3,1,479,2009,Reg,Inside,152000
859,11029,6,7,1968,1984,2654,2,4,1,619,2006,IR1,Corner,250000
860,7642,7,8,1918,1998,1426,1,3,1,216,2007,Reg,Corner,189950
861,11625,5,4,1965,1965,1039,1,3,1,504,2010,Reg,Inside,131500
862,9672,6,5,1984,1985,1097,2,3,1,480,2010,Reg,Corner,152000
863,7931,5,5,1959,1959,1148,1,3,1,672,2009,Reg,Inside,132500
864,8640,7,5,2007,2008,1372,2,3,1,529,2008,Reg,Inside,250580
865,8750,5,6,1970,1970,1002,1,3,1,902,2009,IR1,Inside,148500
866,10656,8,5,2006,2007,1646,2,3,1,870,2007,IR1,Inside,248900
867,6970,4,5,1961,1961,1120,1,3,1,544,2007,Reg,Corner,129000
868,14762,5,6,1948,1950,2320,2,2,1,672,2006,IR2,Corner,169000
869,9938,7,5,1993,1994,1949,2,3,1,574,2010,Reg,Inside,236000
870,6600,5,5,1962,1962,894,1,2,1,308,2009,Reg,Inside,109500
871,8750,6,5,1998,1998,1682,2,3,1,523,2010,Reg,Inside,200500
872,8892,5,7,1953,1996,910,1,3,1,414,2008,Reg,Corner,116000
873,12144,5,7,1949,1950,1268,1,3,1,288,2009,Reg,Inside,133000
874,5720,5,6,1941,1950,1131,1,3,1,200,2009,Reg,Inside,66500
875,9000,8,5,2007,2007,2610,2,4,1,550,2007,Reg,Inside,303477
876,25286,4,5,1963,1963,1040,1,3,1,648,2007,Reg,Inside,132250
877,8834,9,5,2004,2005,2224,2,4,1,738,2009,Reg,Inside,350000
878,11782,5,7,1961,1995,1155,1,3,1,576,2010,IR1,Inside,148000
879,7000,5,8,1978,2005,864,1,3,1,336,2009,IR1,CulDSac,136500
880,7024,5,5,2005,2006,1090,1,2,1,450,2007,Reg,Inside,157000
881,13758,7,5,1990,1991,1717,2,3,1,400,2007,IR1,CulDSac,187500
882,9636,6,5,1992,1993,1593,2,3,1,389,2009,IR1,Corner,178000
883,6204,4,5,1912,1950,2230,1,5,1,440,2006,Reg,Inside,118500
884,7150,5,5,1967,1967,892,1,3,1,288,2009,Reg,Inside,100000
885,5119,9,5,1999,2000,1709,2,2,1,506,2008,IR1,CulDSac,328900
886,8393,5,5,1959,2005,1712,2,4,2,588,2006,Reg,Corner,145000
887,16466,5,7,1955,1955,1393,1,3,1,300,2008,IR1,Inside,135500
888,15865,8,6,1970,1970,2217,2,4,1,621,2007,IR1,Inside,268000
889,12160,6,4,1953,1953,1505,1,2,1,505,2009,Reg,Inside,149500
890,8064,5,7,1949,2006,924,1,3,1,576,2007,Reg,Corner,122900
891,11184,6,5,1978,1978,1683,2,3,1,440,2009,Reg,Inside,172500
892,8414,6,8,1963,2003,1068,1,3,1,264,2006,Reg,Inside,154500
893,13284,5,5,1954,1954,1383,1,3,1,354,2008,Reg,Inside,165000
894,7018,5,5,1979,1979,1535,2,4,2,400,2009,Reg,Inside,118858
895,7056,6,5,1963,1963,1796,1,4,1,483,2008,Reg,Inside,140000
896,8765,4,6,1936,1950,951,1,2,1,327,2006,Reg,Inside,106500
897,7018,5,5,1979,1979,2240,2,6,2,528,2009,Reg,Inside,142953
898,12919,9,5,2009,2010,2364,2,2,1,820,2010,IR1,Inside,611657
899,6993,5,7,1961,1994,1236,1,3,1,288,2006,Reg,Inside,135000
900,7340,4,6,1971,1971,858,1,2,1,684,2007,IR1,Inside,110000
901,8712,5,7,1957,2000,1306,1,2,1,756,2009,IR1,Inside,153000
902,7875,7,5,2003,2003,1509,2,3,1,393,2006,Reg,Inside,180000
903,14859,7,5,2006,2006,1670,2,3,1,690,2006,IR1,CulDSac,240000
904,6173,5,6,1967,1967,902,1,3,1,288,2007,IR1,Inside,125500
905,9920,5,5,1954,1954,1063,1,3,1,280,2010,Reg,Inside,128000
906,13501,8,5,2006,2006,1636,2,3,1,865,2007,IR1,Corner,255000
907,11500,7,7,1936,1987,2057,1,3,1,180,2006,IR1,Inside,250000
908,8885,5,5,1983,1983,902,1,2,1,484,2006,IR1,Inside,131000
909,12589,6,5,2005,2005,1484,2,3,1,390,2009,IR2,Inside,174000
910,11600,5,5,1960,1960,2274,2,5,2,480,2010,Reg,Corner,154300
911,9286,5,7,1977,1989,1268,1,3,1,252,2009,IR1,CulDSac,143500
912,6120,5,7,1925,1950,1015,1,3,1,450,2006,Reg,Inside,88000
913,6270,5,6,1949,1950,2002,2,4,2,871,2007,Reg,Inside,145000
914,3000,6,5,2009,2009,1224,2,2,1,528,2009,Reg,Inside,173733
915,2001,4,5,1970,1970,1092,1,3,1,286,2007,Reg,Inside,75000
916,9000,2,3,1949,1950,480,0,1,1,308,2006,Reg,Inside,35311
917,17140,4,6,1956,1956,1229,1,3,1,284,2009,Reg,Inside,135000
918,13125,7,5,1991,1991,2127,2,4,1,833,2007,IR1,Corner,238000
919,11029,6,8,1958,2002,1414,1,3,1,601,2008,IR1,Corner,176500
920,8462,6,5,1994,1994,1721,2,3,1,471,2007,IR1,Inside,201000
921,8777,5,7,1900,2003,2200,2,4,2,0,2008,Reg,Inside,145900
922,10237,6,5,2005,2006,1316,2,3,1,397,2006,Reg,Inside,169990
923,8012,6,5,1993,1994,1617,2,2,1,533,2008,Reg,Inside,193000
924,10240,6,6,1980,1980,1686,2,3,1,612,2006,Reg,Inside,207500
925,15611,5,6,1977,1977,1126,2,3,1,540,2008,IR1,Corner,175000
926,11999,8,5,2003,2004,2374,2,4,1,656,2007,Reg,Inside,285000
927,9900,7,5,1968,1968,1978,2,4,1,486,2008,Reg,Inside,176000
928,11838,8,5,2001,2001,1788,2,3,1,522,2009,Reg,Inside,236500
929,13006,7,5,1997,1997,2236,2,4,1,642,2006,IR1,Corner,222000
930,8925,8,5,2007,2007,1466,2,3,1,610,2009,IR1,Inside,201000
931,9100,5,6,1965,1965,925,1,2,1,429,2009,Reg,Inside,117500
932,11670,9,5,2006,2006,1905,2,3,1,788,2007,IR1,Corner,320000
933,8487,7,5,2004,2004,1500,2,3,1,570,2009,Reg,FR2,190000
934,27650,7,7,1960,2007,2069,2,4,1,505,2008,IR2,Inside,242000
935,5825,4,5,1926,1953,747,1,1,1,528,2006,IR1,Inside,79900
936,10083,7,5,2003,2003,1200,2,2,1,555,2009,Reg,Inside,184900
937,9675,7,5,2005,2005,1971,2,3,1,689,2009,Reg,Inside,253000
938,8760,7,5,2006,2006,1962,2,3,1,868,2006,Reg,Inside,239799
939,24090,7,7,1940,1950,2403,2,4,1,349,2010,Reg,Inside,244400
940,12640,6,5,1976,1976,1728,2,4,2,574,2006,IR1,Inside,150900
941,8755,7,5,1999,1999,2060,2,3,1,390,2009,IR1,FR2,214000
942,7711,4,3,1977,1977,1440,2,4,2,0,2007,IR1,Inside,150000
943,25000,5,4,1967,1967,1632,2,4,2,576,2007,Reg,Inside,143000
944,14375,6,6,1958,1958,1344,1,3,1,525,2009,IR1,CulDSac,137500
945,8820,5,6,1890,1996,1869,1,2,1,456,2009,Reg,Corner,124900
946,8163,5,6,1959,1959,1144,1,3,1,796,2006,Reg,Inside,143000
947,14536,8,5,2002,2003,1629,2,3,1,808,2007,Reg,Inside,270000
948,14006,7,5,2002,2002,1776,2,3,1,474,2006,IR1,Inside,192500
949,9360,6,7,1972,2006,1381,1,3,1,676,2010,Reg,Inside,197500
950,7200,5,8,1950,2002,864,1,3,1,720,2007,Reg,Inside,129000
951,7800,5,5,1965,1965,965,1,3,1,300,2006,Reg,Corner,119900
952,7200,5,8,1972,2003,768,1,2,1,396,2009,Reg,Inside,133900
953,11075,5,4,1969,1969,1968,2,4,1,530,2008,IR1,Inside,172000
954,9400,6,5,1975,1975,980,2,4,0,0,2006,IR1,CulDSac,127500
955,7136,6,6,1946,1950,1958,2,4,2,492,2007,IR1,Inside,145000
956,1300,6,6,1980,1980,1229,1,2,1,462,2009,Reg,Inside,124000
957,7420,5,5,1962,1962,1057,1,3,1,576,2007,Reg,Inside,132000
958,8450,7,5,2003,2003,1337,2,3,1,531,2007,Reg,Inside,185000
959,2572,7,5,1999,1999,1416,2,3,1,484,2010,Reg,FR2,155000
960,7207,5,7,1958,2008,858,1,2,1,0,2010,IR1,Inside,116500
961,12227,6,7,1977,1995,2872,2,4,1,619,2008,IR1,Corner,272000
962,2308,6,6,1976,1976,1548,2,3,1,440,2007,Reg,Corner,155000
963,11923,9,5,2007,2007,1800,2,2,1,702,2009,IR1,Corner,239000
964,11316,7,5,2002,2003,1894,2,4,1,510,2010,Reg,Corner,214900
965,10237,6,5,2005,2007,1484,2,3,1,393,2007,Reg,Inside,178900
966,9600,5,7,1940,1950,1308,1,2,1,256,2009,IR1,Inside,160000
967,7390,5,7,1955,1955,1098,1,3,1,260,2008,IR1,Inside,135000
968,5925,3,6,1910,1950,968,1,2,1,0,2009,Reg,Inside,37900
969,10382,6,5,1958,1958,1095,1,2,1,264,2006,Reg,Inside,140000
970,10800,4,4,1949,1950,1192,1,4,1,0,2006,Reg,Inside,135000
971,2268,7,5,2003,2004,1626,2,2,1,474,2009,Reg,Inside,173000
972,7892,6,5,1979,1979,918,2,2,1,264,2010,Reg,Inside,99500
973,11639,7,5,2007,2008,1428,2,3,1,480,2008,Reg,Corner,182000
974,11414,7,8,1910,1993,2019,1,3,1,532,2009,IR1,Corner,167500
975,2651,7,5,2000,2000,1382,2,3,1,490,2006,Reg,FR2,165000
976,5900,4,7,1923,1958,869,1,2,1,0,2006,IR1,Inside,85500
977,4274,7,5,2006,2007,1241,1,1,1,569,2007,IR1,Inside,199900
978,9450,4,5,1954,1954,894,1,3,1,400,2007,Reg,Inside,110000
979,8816,5,6,1963,1963,1121,1,3,1,480,2009,Reg,Corner,139000
980,12122,7,9,1961,2007,999,1,3,1,588,2008,IR1,Corner,178400
981,12203,8,5,1998,1999,2612,2,4,1,676,2009,IR1,Corner,336000
982,3182,7,5,2007,2007,1266,2,2,1,388,2008,Reg,Inside,159895
983,11250,8,5,2002,2002,2290,2,4,1,779,2008,Reg,Corner,255900
984,10125,5,5,1977,1977,1734,2,4,2,539,2009,Reg,Inside,126000
985,10880,5,5,1950,1950,1164,1,3,1,240,2008,Reg,Inside,125000
986,5310,6,8,1910,2003,1635,1,2,1,255,2006,Reg,Corner,117000
987,10159,9,5,2009,2010,1940,2,3,1,606,2010,IR1,Inside,395192
988,12046,6,6,1976,1976,2030,2,4,1,551,2007,IR1,Inside,195000
989,8125,7,5,2006,2006,1576,2,3,1,614,2006,Reg,Inside,197000
990,9452,8,5,1997,1998,2392,2,3,1,870,2006,Reg,Inside,348000
991,17671,8,9,1882,1986,1742,1,4,1,424,2009,Reg,Corner,168000
992,9760,6,8,1964,1993,1851,2,3,1,440,2007,Reg,Inside,187000
993,8846,6,5,2005,2006,1500,2,3,1,564,2006,Reg,Inside,173900
994,12456,10,5,2006,2007,1718,2,3,1,786,2009,Reg,FR2,337500
995,4712,4,7,1946,1950,1230,1,3,1,305,2006,IR1,Inside,121600
996,10659,5,6,1961,1961,1050,1,3,1,368,2006,IR1,Inside,136500
997,11717,6,6,1970,1970,1442,2,2,1,615,2009,IR1,Inside,185000
998,9786,3,4,1922,1950,1077,1,3,1,210,2006,Reg,Inside,91000
999,6762,7,5,2006,2006,1208,2,2,1,632,2010,Reg,Inside,206000
1000,10206,3,3,1952,1952,944,1,2,1,528,2009,Reg,Corner,82000
1001,5400,5,6,1920,1950,691,1,2,1,216,2007,Reg,Corner,86000
1002,11957,8,5,2006,2006,1574,2,3,1,824,2008,IR1,Inside,232000
1003,11500,5,6,1976,1976,1680,2,4,2,528,2007,IR1,Corner,136905
1004,3182,7,5,2005,2006,1504,2,1,1,457,2009,Reg,Inside,181000
1005,8385,5,8,1977,1977,985,2,3,1,328,2008,Reg,Inside,149900
1006,12155,6,3,1970,1970,1657,2,3,1,484,2007,IR3,Inside,163500
1007,2217,4,4,1970,1970,1092,1,3,1,286,2009,Reg,Inside,88000
1008,12118,7,5,2004,2005,1710,2,3,1,550,2009,IR1,CulDSac,240000
1009,6000,5,5,1926,1950,1522,2,4,1,0,2006,Reg,Inside,102000
1010,21286,5,5,1948,1950,1271,2,4,1,312,2008,Reg,Inside,135000
1011,9825,5,5,1965,1965,1664,2,4,2,0,2010,Reg,Inside,100000
1012,10592,6,7,1923,1996,1502,1,3,1,180,2007,Reg,Inside,165000
1013,7200,5,4,1910,2006,1022,1,2,1,280,2009,Reg,Inside,85000
1014,11664,6,5,1948,1950,1082,1,2,1,240,2007,Reg,Inside,119200
1015,8400,8,6,2001,2001,1665,2,3,1,528,2009,Reg,Inside,227000
1016,11883,7,5,1996,1996,1504,2,3,1,478,2009,Reg,Inside,203000
1017,5814,8,5,1984,1984,1360,1,1,1,565,2009,IR1,CulDSac,187500
1018,10784,7,5,1991,1992,1472,2,3,1,402,2007,IR1,FR2,160000
1019,3013,7,5,2005,2005,1506,2,2,1,440,2006,Reg,Inside,213490
1020,7024,4,5,2005,2005,1132,1,2,1,451,2008,Reg,Inside,176000
1021,7406,7,5,2006,2006,1220,2,2,1,632,2006,Reg,Inside,194000
1022,9439,5,5,1930,1950,1248,1,2,1,160,2007,Reg,Inside,87000
1023,3182,7,5,2005,2006,1504,2,2,1,437,2008,Reg,Inside,191000
1024,15498,8,6,1976,1976,2898,2,2,1,665,2008,IR1,Corner,287000
1025,7700,5,5,1972,1972,882,1,3,1,461,2007,Reg,Corner,112500
1026,9300,5,5,1960,1960,1264,1,3,1,461,2010,Reg,Inside,167500
1027,9520,8,5,2007,2008,1646,2,3,1,800,2008,IR1,Inside,293077
1028,9492,5,5,1941,1950,1376,1,3,1,240,2007,Reg,Inside,105000
1029,1680,6,7,1972,1972,1218,1,3,1,264,2006,Reg,Inside,118000
1030,7082,5,8,1916,1995,1928,2,5,2,0,2006,Reg,Inside,160000
1031,15863,7,3,1920,1970,3082,2,5,1,672,2009,Reg,Corner,197000
1032,14541,8,7,1993,1993,2520,2,5,1,796,2006,IR1,Corner,310000
1033,8125,7,5,2002,2002,1654,2,3,1,900,2006,Reg,Inside,230000
1034,6305,5,7,1938,1950,954,1,2,1,240,2007,Reg,Inside,119750
1035,11500,4,3,1957,1957,845,1,3,1,290,2009,IR1,CulDSac,84000
1036,12898,9,5,2007,2008,1620,2,2,1,912,2009,IR1,Inside,315500
1037,9240,8,5,2001,2002,2263,2,3,1,905,2008,Reg,Inside,287000
1038,1533,4,6,1970,2008,1344,1,3,1,0,2009,Reg,Inside,97000
